Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charging Station Location_Chicago,Charging Station Location_Houston,Charging Station Location_Los Angeles,Charging Station Location_New York,Charging Station Location_San Francisco,Time of Day_Afternoon,Time of Day_Evening,Time of Day_Morning,Time of Day_Night,Day of Week_Friday,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler
75.0,2024-01-10,2024-01-10,11.93,2.75,49.42,25.99,29.33,88.43,192.18,-3.36,0.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
62.0,2024-01-10,2024-01-10,55.46,0.58,20.99,16.65,78.79,55.02,90.4,15.92,3.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50.0,2024-01-10,2024-01-10,44.16,3.98,23.75,5.55,81.45,89.29,33.56,-5.33,7.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
100.0,2024-01-10,2024-01-10,65.24,0.88,46.97,24.75,27.08,55.75,95.66,20.43,4.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50.0,2024-01-10,2024-01-10,20.46,3.65,18.6,7.67,18.13,56.11,62.93,25.43,7.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
27.03,2024-01-10,2024-01-10,49.19,1.91,32.36,9.12,64.42,99.6,120.4,2.8,5.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
85.0,2024-01-10,2024-01-10,32.64,0.56,29.2,5.78,51.56,73.55,183.59,29.94,0.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
85.0,2024-01-10,2024-01-10,66.62,1.23,45.51,22.34,62.39,79.43,286.07,-0.98,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
62.0,2024-01-10,2024-01-10,33.37,0.61,10.2,35.96,26.85,99.64,244.05,26.87,0.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
120.51,2024-01-10,2024-01-10,68.83,2.47,16.94,33.86,70.75,55.33,139.03,-1.97,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
75.0,2024-01-10,2024-01-10,65.89,0.74,36.49,9.14,18.87,65.02,77.27,11.73,5.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
62.0,2024-01-10,2024-01-10,42.69,2.17,41.53,9.08,18.86,98.32,139.22,1.57,3.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
75.0,2024-01-10,2024-01-10,12.67,2.82,18.72,32.18,35.92,67.08,296.13,29.4,3.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
50.0,2024-01-10,2024-01-10,25.35,0.61,16.88,19.33,72.4,67.43,73.38,2.98,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
100.0,2024-01-10,2024-01-10,37.93,1.71,25.6,36.21,35.55,87.94,69.64,-1.33,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
75.0,2024-01-10,2024-01-10,42.69,0.69,30.0,23.49,32.64,60.22,111.19,-8.61,6.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
50.0,2024-01-10,2024-01-11,31.88,1.38,23.47,38.29,68.82,92.84,249.76,38.19,6.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50.0,2024-01-11,2024-01-11,29.58,3.2,37.18,16.67,24.74,80.6,248.92,5.8,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
100.0,2024-01-11,2024-01-11,37.51,3.52,6.34,23.23,31.2,76.03,203.73,30.13,1.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,2024-01-11,2024-01-11,7.85,2.56,25.6,25.95,89.85,85.15,26.36,39.57,3.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
100.0,2024-01-11,2024-01-11,66.52,0.21,15.1,34.74,19.51,63.49,123.57,-6.76,3.97,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
100.0,2024-01-11,2024-01-11,42.69,2.01,66.91422349904866,7.89,82.22,77.02,206.71,27.41,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
62.0,2024-01-11,2024-01-11,29.84,3.47,14.04,9.06,17.26,53.66,195.47,19.18,7.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
100.0,2024-01-11,2024-01-11,59.78,3.84,28.46,13.52,72.52,69.19,134.38,18.13,6.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
94.82,2024-01-11,2024-01-11,76.36,2.97,10.89,68.93,80.68,64.03,213.49,36.47,5.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
100.0,2024-01-11,2024-01-11,60.41,1.71,48.79,17.9,77.01,82.53,99.54,12.87,2.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
85.0,2024-01-11,2024-01-11,44.79,3.43,35.39,36.91,20.08,76.26,283.9,10.65,6.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
75.0,2024-01-11,2024-01-11,22.23,3.38,25.6,27.52,30.81,57.71,227.54,0.51,1.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
100.0,2024-01-11,2024-01-11,22.28,2.31,18.21,24.41,83.64,59.26,114.54,21.75,3.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
85.0,2024-01-11,2024-01-11,29.01,2.53,43.01,12.29,70.25,92.5,199.64,1.08,3.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
75.0,2024-01-11,2024-01-11,61.12,2.71,28.4,20.04,28.72,52.96,172.67,-3.13,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
62.0,2024-01-11,2024-01-11,65.55,3.58,12.16,24.21,47.91,97.31,153.22,28.69,3.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
50.0,2024-01-11,2024-01-11,76.58,0.62,10.57,36.69,47.06,71.89,33.63,16.47,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
50.0,2024-01-11,2024-01-11,37.09,0.85,23.62,19.54,53.71,53.3,180.15,14.73,7.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
100.0,2024-01-11,2024-01-11,56.36,3.21,25.6,35.07,25.44,68.93,233.91,5.86,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
85.0,2024-01-11,2024-01-11,6.35,1.05,4.11,10.03,47.2,85.13,40.66,-0.23,5.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
62.0,2024-01-11,2024-01-11,60.52,3.08,14.16,22.67,25.51,64.21,219.12,-8.82,4.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,2024-01-11,2024-01-11,49.62,3.73,28.55,12.88,43.91,98.39,260.69,11.26,6.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
100.0,2024-01-11,2024-01-11,54.13,1.25,13.62,31.94,69.63,88.99,175.21,-9.82,7.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
45.38,2024-01-11,2024-01-11,13.09,3.24,36.48,36.61,16.78,91.51,233.57,-1.4,3.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
75.0,2024-01-11,2024-01-12,7.42,1.91,15.1,36.54,61.36,59.94,152.26,22.18,5.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
136.41540803505134,2024-01-12,2024-01-12,47.09,3.31,5.13,31.22,85.19,76.4,35.08,13.41,7.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
100.0,2024-01-12,2024-01-12,42.69,0.5,25.6,23.6,48.54,78.14,269.5,-5.89,6.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
85.0,2024-01-12,2024-01-12,56.82,0.87,21.27,15.83,17.45,53.85,263.74,39.8,2.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
75.0,2024-01-12,2024-01-12,36.53,2.65,5.09,32.24,80.02,75.53,97.73,11.3,7.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
100.0,2024-01-12,2024-01-12,58.15,1.99,34.97,25.39,17.46,82.13,236.83,35.59,7.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
12.653970752827462,2024-01-12,2024-01-12,63.59,3.33,28.6,5.09,18.28,63.03,149.96,2.79,4.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
85.0,2024-01-12,2024-01-12,55.42,2.31,30.64,36.43,88.07,64.81,176.93,-8.43,5.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50.0,2024-01-12,2024-01-12,12.92,3.38,9.14,11.5,48.08,71.16,188.6,-2.41,4.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
75.0,2024-01-12,2024-01-12,70.24,3.37,31.88,18.53,72.55,91.9,34.52,7.14,4.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
50.0,2024-01-12,2024-01-12,47.9,1.16,22.06,35.04,48.98,75.49,32.24,-3.0,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
62.0,2024-01-12,2024-01-12,59.15,3.88,14.88,32.07,40.0,57.35,152.26,-1.86,3.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
75.0,2024-01-12,2024-01-12,6.46,3.47,5.34,37.46,88.22,91.94,152.26,38.41,4.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
100.0,2024-01-12,2024-01-12,79.0,3.89,26.98,11.29,22.53,93.3,39.75,7.68,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
78.38,2024-01-12,2024-01-12,19.92,2.81,32.21,10.47,43.91,80.06,205.64,10.38,7.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
62.0,2024-01-12,2024-01-12,73.23,3.52,23.62,16.97,14.08,60.69,152.26,35.83,5.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
75.0,2024-01-12,2024-01-12,15.06,3.22,14.77,15.67,49.87,82.18,68.52,28.06,1.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
62.0,2024-01-12,2024-01-12,12.13,2.67,40.2,34.87,32.07,77.49,92.12,25.2,7.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
100.0,2024-01-12,2024-01-12,30.53,2.3,19.02,35.16,52.91,67.22,132.6,2.33,6.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
50.0,2024-01-12,2024-01-12,20.35,2.42,11.16,26.17,109.27,82.33,116.18,2.77,1.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
50.0,2024-01-12,2024-01-12,6.48,2.13,25.6,37.21,52.62,83.35,77.8,26.62,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
100.0,2024-01-12,2024-01-12,14.02,1.83,6.29,25.54,59.0,90.81,22.54,33.28,7.52,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
85.0,2024-01-12,2024-01-12,61.83,1.4,49.16,8.02,36.85,92.68,81.0,-2.34,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
75.0,2024-01-12,2024-01-13,51.62,1.3,43.16,28.15,22.79,58.66,185.95,7.94,7.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
100.0,2024-01-12,2024-01-13,13.32,0.89,21.63,9.97,81.56,126.38347784460416,87.3,38.77,7.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
85.0,2024-01-13,2024-01-13,37.64,2.67,19.6,27.9,34.93,79.46,152.26,-9.68,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
75.0,2024-01-13,2024-01-13,70.62,0.64,18.34,14.74,25.72,99.59,188.46,-4.84,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
75.0,2024-01-13,2024-01-13,74.49,2.86,32.95,31.65,55.66,52.57,160.68,26.31,5.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
75.0,2024-01-13,2024-01-13,32.52,2.29,31.55,10.04,23.43,83.74,294.06,25.93,2.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
100.0,2024-01-13,2024-01-13,78.4,0.53,29.75,34.3,49.66,83.25,119.79,-9.3,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
50.0,2024-01-13,2024-01-13,65.32,1.29,41.88,17.84,54.3,87.55,32.15,-9.4,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
62.0,2024-01-13,2024-01-13,30.64,1.63,46.85,36.96,62.18,53.74,151.51,21.08,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
85.0,2024-01-13,2024-01-13,78.16,1.55,7.35,15.06,78.18,80.78,114.77,20.83,4.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
75.0,2024-01-13,2024-01-13,5.34,1.35,29.15,39.59,16.36,88.04,67.72,29.25,0.29,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
75.0,2024-01-13,2024-01-13,29.32,2.06,36.76,26.74,54.75,80.77,200.52,6.33,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,2024-01-13,2024-01-13,23.99,3.27,32.93,20.65,87.85,75.36,205.17,5.92,5.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
100.0,2024-01-13,2024-01-13,5.7,1.09,40.48,16.58,54.54,81.03,221.58,32.63,3.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
65.05,2024-01-13,2024-01-13,54.53,0.64,41.49,9.77,73.36,73.14,250.37,31.25,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
50.0,2024-01-13,2024-01-13,56.32,3.35,14.25,31.34,63.93,87.7,174.14,-6.26,7.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
75.0,2024-01-13,2024-01-13,42.69,2.76,15.29,26.58,75.32,89.87,197.67,21.14,6.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
75.0,2024-01-13,2024-01-13,65.23,2.76,18.07,29.44,45.51,83.41,206.99,4.07,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
100.0,2024-01-13,2024-01-13,23.54,2.59,3.51,23.22,17.17,39.32,192.86,14.54,4.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,2024-01-13,2024-01-13,18.55,1.83,13.86,16.48,37.87,66.17,46.22,26.69,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
33.38,2024-01-13,2024-01-13,20.76,2.69,23.99,30.69,27.4,55.23,155.22,8.32,2.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
85.0,2024-01-13,2024-01-13,46.45,3.94,42.84,5.06,12.79,70.72,3.82,26.51,1.76,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
85.0,2024-01-13,2024-01-13,49.75,2.01,33.7,18.59,62.64,87.47,177.27,31.46,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
100.0,2024-01-13,2024-01-14,66.17,1.59,4.1,37.06,57.52,59.22,19.84,12.63,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
85.0,2024-01-13,2024-01-13,42.69,2.14,12.43,30.35,11.31,61.9,50.07,22.77,1.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
59.79,2024-01-13,2024-01-13,49.84,1.65,20.87,12.25,41.38,62.03,40.84,-4.84,5.69,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
75.0,2024-01-14,2024-01-14,50.66,0.56,41.88,34.02,79.26,76.34,206.67,14.06,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
62.0,2024-01-14,2024-01-14,6.89,3.5,29.45,13.15,63.0,70.59,270.38,4.06,7.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
75.0,2024-01-14,2024-01-14,64.76,0.54,31.45,9.0,68.68,63.14,213.73,-5.43,1.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
50.0,2024-01-14,2024-01-14,55.42,3.67,39.08,11.68,74.61,62.06,204.67,-9.37,1.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
85.0,2024-01-14,2024-01-14,37.77,4.62,4.03,32.36,52.13,93.21,96.84,1.73,7.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
75.0,2024-01-14,2024-01-14,44.07,0.74,18.14,37.81,43.36,72.86,261.51,21.12,6.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
50.0,2024-01-14,2024-01-14,76.71,2.72,37.73,9.42,57.42,53.72,189.9,20.61,2.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
75.0,2024-01-14,2024-01-14,6.52,0.95,34.45,9.84,80.47,52.87,86.12,1.22,7.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
85.0,2024-01-14,2024-01-14,23.02,2.91,23.68,20.86,78.1,68.35,89.42,12.02,3.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
100.0,2024-01-14,2024-01-14,62.32,2.92,22.42,7.16,21.82,61.29,22.62,11.13,6.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,2024-01-14,2024-01-14,64.52,1.72,39.25,38.18,31.49,66.3,75.83,0.4,6.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
100.0,2024-01-14,2024-01-14,53.0,3.53,38.37,6.45,10.95,69.3,27.93,14.18,6.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
75.0,2024-01-14,2024-01-14,74.74,0.1,44.05,27.74,27.62,61.33,56.33,9.99,3.18,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
62.0,2024-01-14,2024-01-14,17.89,3.71,3.66,25.22,32.15,113.21,152.26,-4.31,5.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
100.0,2024-01-14,2024-01-14,18.85,2.41,47.45,7.32,84.31,62.8,237.05,-2.88,1.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
100.0,2024-01-14,2024-01-14,58.38,1.88,4.67,33.86,15.36,56.58,96.86,16.97,3.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,2024-01-14,2024-01-14,57.82,2.17,25.6,31.92,66.55,77.72,222.67,34.04,1.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
85.0,2024-01-14,2024-01-14,13.32,1.38,24.74,12.39,52.79,92.87,283.99,35.7,4.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
85.0,2024-01-14,2024-01-14,14.5,2.24,37.66,11.91,51.14,99.99,168.04,12.25,3.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
85.0,2024-01-14,2024-01-14,26.34,1.97,19.95,17.65,11.86,57.09,216.47,-2.06,3.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
12.653970752827462,2024-01-14,2024-01-14,50.6,3.47,9.86,27.99,29.94,73.76,211.63,33.23,2.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
75.0,2024-01-14,2024-01-14,42.69,1.08,11.05,17.59,71.3,95.31,56.54,19.37,7.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
62.0,2024-01-14,2024-01-15,103.81,3.53,16.59,17.67,52.8,89.35,99.94,8.33,3.1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,2024-01-14,2024-01-15,70.4,0.55,20.75,20.16,84.36,62.15,240.33,-7.88,7.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
45.63,2024-01-15,2024-01-15,77.17,1.41,17.57,11.76,19.95,95.1,152.26,3.5,4.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,2024-01-15,2024-01-15,62.19,0.56,20.45,19.48,24.39,88.83,277.72,14.28,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
62.0,2024-01-15,2024-01-15,71.91,2.89,10.55,21.33,86.49,70.9,140.1,-4.76,7.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
62.0,2024-01-15,2024-01-15,79.98,0.92,25.6,27.86,88.19,62.31,295.82,6.25,7.55,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
100.0,2024-01-15,2024-01-15,5.78,1.84,33.75,24.99,25.12,59.05,96.33,37.1,1.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
50.0,2024-01-15,2024-01-15,53.81,0.51,22.34,15.79,52.44,82.42,116.73,-0.03,2.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
100.0,2024-01-15,2024-01-15,38.66,2.37,26.72,16.32,68.12,56.48,257.88,29.18,6.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50.0,2024-01-15,2024-01-15,56.69,2.39,45.0,32.99,46.59,76.38,140.31,25.13,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
85.0,2024-01-15,2024-01-15,40.16,2.52,28.48,13.37,35.04,94.56,94.0,13.35,2.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
62.0,2024-01-15,2024-01-15,42.52,0.93,39.91,7.23,88.95,63.74,191.08,10.33,4.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
50.0,2024-01-15,2024-01-15,29.3,1.87,30.98,37.16,121.35235113862505,97.06,296.22,7.64,7.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
