Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
62.0,63.85425613845187,3.887300863600527,37.22881554336963,8.31768400532211,17.58200971130968,74.04968197104762,128.3524660979024,28.166794014649128,3.28111664348826,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
85.0,70.99471727287802,0.7763584975843215,12.561412323109137,13.170142015527924,72.89524752521268,68.05110317943193,189.3786646114632,4.756515891650823,7.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
85.0,62.24807114091579,3.4320856583121735,18.589472298830444,15.584684463947925,78.60469650901624,99.52158491419787,102.9238174711238,20.808674270657335,6.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
89.03206382512313,78.64289917152071,0.6089750827569935,34.823950999988426,31.44978443865144,74.3486809069066,50.72443430796444,152.25986699080715,21.9585410958577,6.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
85.0,6.961875674256488,2.4227759300549403,22.672767380865302,26.223704452170736,16.340813424043915,78.75846708787853,86.56483570911978,29.56154848251917,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
85.0,75.18617180833594,3.623184645772829,53.174782799295336,14.735387089264703,17.16005127164052,64.31018702277949,150.0470023654809,24.92336832058132,5.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
50.0,1.7545202338044217,0.7973944310128724,8.430755655329502,22.724395745775627,27.118106851125184,78.96915418957035,65.88939460451076,25.93608210131172,2.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
81.65318205107059,73.61433544405698,3.665318917813474,3.855782923246637,14.124802364781267,46.807860636393485,86.59530628854822,162.06302022181248,33.860787696770295,7.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
62.0,6.377874090357831,0.9035194095926008,33.84247374666808,27.80226589384772,46.18102100188867,99.01491659931033,169.11197877085093,-2.96053409263979,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
62.0,51.16182197500394,1.2866745067137464,15.002975608272422,39.816587305744875,44.271627914052694,90.6684743156528,35.45627590442558,31.917598615028034,1.8880374825335764,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
75.0,28.22969163134975,1.2186895776866975,23.437410108212937,36.34122452156407,61.787748676456275,65.21596737627195,91.120578890523,24.321458363288237,7.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
62.0,67.9228322505551,3.7045719493020433,41.743558796175094,32.176284256677015,63.5820676829891,89.93768114083636,157.0245513686409,14.333455387594256,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
75.0,15.273666673214588,2.8651083930746415,5.370384189809226,7.629495457533647,86.95322411290303,85.1364391530881,113.66850091386252,6.864161791222809,6.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
85.0,50.643736597993126,2.2291425495078623,29.633681436250622,38.2479912410639,31.570698858788976,70.648329638232,195.0011483657776,6.434361447340734,3.0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
50.0,52.05474164868848,2.935609251874991,5.231316128591093,24.996145252514456,74.86887756150331,64.3699636659729,153.9736061677818,4.820141443330831,4.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,57.89799819019454,0.6055648002739363,15.380881327116466,28.13582401987055,58.602148974027074,77.23174936981644,266.68767329950504,15.72519594516674,7.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
75.0,30.900798344474765,0.670877146738795,40.564403928383314,14.437265222737816,24.83449931237853,61.27901236228131,13.013883737820478,33.50586024036359,4.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
46.53791149668031,35.348377133007446,3.133547022568186,5.4971442327042075,12.653463874163384,41.20931818354145,98.92265741071633,219.15322185379577,-8.72042463752484,4.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,11.92593792090742,2.7490297053158925,49.422736981543714,25.985848179105503,29.33302482996651,88.4323917824992,192.1750239264356,-3.3573743979983828,0.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
62.0,55.464127835726835,0.5844647254239376,20.988032146855495,16.65159816255771,78.79166882079036,55.02318043298529,90.39683722641682,15.922714753612713,3.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50.0,44.15948700741327,3.9768513921003414,23.75243531899124,5.550200360620744,81.45214550820731,89.29358320332949,33.56494022873299,-5.3327737761469285,7.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
100.0,65.24475504703462,0.8786516820801358,46.96981830114844,24.75285105214664,27.08090944968201,55.747611123683306,95.656561543192,20.42707195075063,4.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50.0,20.46478094414017,3.6470085095575575,18.59949061237613,7.674183154955661,18.13415171447935,56.11481331797653,62.929956055320496,25.428088214299088,7.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
27.03325783096455,49.186728304534114,1.9125631476780167,32.363055163721626,9.11960717963013,64.42180951726422,99.60357752482555,120.40180324743277,2.803936969439522,5.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
85.0,32.64266713861244,0.5606409011449397,29.199086932973444,5.781509069368416,51.557809348746055,73.55094550093412,183.59406868176197,29.9393328525626,0.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
85.0,66.62370004100543,1.229144212048145,45.5056750420217,22.33792167220327,62.39013910651081,79.43489768071959,286.07209886520354,-0.9762473847444576,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
62.0,33.365508790480845,0.6112620234429819,10.19694664940403,35.95601164461796,26.84932307942894,99.63756366259756,244.05278844236477,26.873897328374092,0.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
120.510632768573,68.82528250979368,2.465336095706008,16.93561005158484,33.86154812607529,70.75160734375731,55.33183817144085,139.0348046627528,-1.96611908491008,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
75.0,65.89172326762375,0.7389305304942535,36.4930549563118,9.144724290639385,18.871321859533698,65.01723141258057,77.26928192967245,11.729181747951497,5.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
62.0,42.69140537961698,2.1684917614988493,41.52667160468071,9.084707242086369,18.855647655655325,98.32393364522612,139.22221781498155,1.565003653899847,3.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
75.0,12.669821074783703,2.816823552679627,18.718296489912422,32.17861799697764,35.91735462644321,67.07789382329932,296.13166242421204,29.403022298145444,3.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
50.0,25.35411411775736,0.6133138204604283,16.880572186148093,19.33324015410662,72.40240860746698,67.4333705105874,73.38219447318042,2.9761661488567217,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
100.0,37.928111661586094,1.7132415118711748,25.603799331857445,36.205450901625895,35.54534803333886,87.9370445474593,69.64107368111117,-1.326875184102846,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
75.0,42.69140537961698,0.6885174005928376,30.004410358551556,23.490223679490818,32.64110424647579,60.21991718310399,111.1895587063957,-8.60920022011333,6.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
50.0,31.877190174337137,1.3839409159301177,23.4663558449473,38.28944612935822,68.8236838416409,92.8371241203629,249.7635288631293,38.18867276301532,6.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50.0,29.582840438091417,3.20387178644321,37.183765395523466,16.67307135359608,24.743941274646534,80.60437845117377,248.9240907783052,5.7985721096451375,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
100.0,37.50977747998428,3.518061326092396,6.3417812899680115,23.230268834617416,31.204338559110987,76.03450437720255,203.72896600535708,30.128829937288288,1.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,7.849721866582429,2.5562635369752575,25.603799331857445,25.950449081204393,89.85040927390602,85.15241978349388,26.36280787105247,39.56907374252949,3.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
100.0,66.52076448264908,0.2066308831427136,15.099483913288104,34.74007813074269,19.505299781211775,63.48592020479546,123.5700602552102,-6.756693664930932,3.969244032327296,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
100.0,42.69140537961698,2.009360269130969,66.91455448179275,7.892927162643737,82.21735478489595,77.0156633853816,206.7145921284447,27.408689648904428,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
62.0,29.84062267463912,3.4738635759039367,14.03909939573777,9.062227772773593,17.26238082837486,53.656511987273035,195.47378637535544,19.17667043576218,7.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
100.0,59.781219876480165,3.83954484305295,28.461752587529453,13.52412910726733,72.52185208494849,69.18586552693499,134.38465833280895,18.12959243719743,6.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
94.82402915199084,76.3581979165499,2.9748362665638908,10.894668580638834,54.8058326242968,80.67885938684184,64.03368551301674,213.49060791189896,36.46750890918337,5.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
100.0,60.41010374511423,1.7089707006187953,48.78868465608588,17.898531567126007,77.00681784966234,82.5309652201098,99.5425833068634,12.8704939724941,2.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
85.0,44.78548903983442,3.4306460183858127,35.39040522700007,36.90895524974596,20.08304245350331,76.26295568732958,283.9026933704645,10.649007273572316,6.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
75.0,22.22767365216008,3.3820778286635074,25.603799331857445,27.52374174000058,30.814653686562757,57.707547332155606,227.54225711573105,0.5105196978449662,1.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
100.0,22.275712407676338,2.3128773289248614,18.209034298086348,24.41374839022287,83.64021009068946,59.25917190505719,114.54068138039771,21.749940963028862,3.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
85.0,29.01396645530415,2.525432775511763,43.00986974325926,12.291979377235393,70.2479743817307,92.49814391459218,199.63810211952105,1.081182964677044,3.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
75.0,61.117528737013195,2.710755712940239,28.40157855499124,20.04094214431461,28.71589130188672,52.96116985862483,172.6673987833455,-3.13350858069093,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
62.0,65.55092159002764,3.5756254859207273,12.163397213863936,24.209287058524577,47.91062986753904,97.30684588616212,153.22096912222145,28.694656948924212,3.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
50.0,76.57976765251057,0.6246182928077807,10.566450938160475,36.69399042773479,47.05893885898729,71.88986244683487,33.627512610082235,16.467568637658097,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
50.0,37.09360176408391,0.8530870981871089,23.61922632717278,19.54237559378936,53.70511180037988,53.29568233519604,180.1478561199578,14.726961210694782,7.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
100.0,56.35798687093989,3.2109261461579206,25.603799331857445,35.070840181419015,25.435919395008497,68.9325735626183,233.91395835681303,5.855527430630384,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
85.0,6.35451648199704,1.0468543998817086,4.1099254234670255,10.033691933756808,47.20053057698689,85.12774934813254,40.66318958677064,-0.2307267692579131,5.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
62.0,60.5227294924313,3.078528492754888,14.16343771987751,22.67035545405996,25.511673150670305,64.2138773845328,219.1154065223597,-8.823314271075386,4.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,49.62151165856079,3.7314884549610063,28.54955865324943,12.88187848788364,43.90988048725574,98.38860809649242,260.68516578515363,11.257475676219034,6.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
100.0,54.126087254300025,1.2533145623700643,13.61905213687039,31.936115687275652,69.63478802892779,88.99147530915221,175.20621010666332,-9.824642409465277,7.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
45.380218482374545,13.088994842173186,3.2392925386945284,36.475808205118085,36.612367720166375,16.78109281796508,91.514782480147,233.57174087055677,-1.3963983233364257,3.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
75.0,7.424244899456774,1.9106242112713985,15.10098677368136,36.54430877511558,61.36425981247116,59.94103454253771,152.25986699080715,22.18491184921536,5.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
136.41543451440273,47.086336000396706,3.310831015582224,5.130814495751761,31.220198328832527,85.1884767115091,76.40260687177562,35.083629466205295,13.410154828640618,7.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
100.0,42.69140537961698,0.5047879452723788,25.603799331857445,23.5995334142819,48.53777632106408,78.14309336406694,269.4965675176712,-5.887922835563272,6.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
85.0,56.82135247009669,0.8652131466394621,21.269704738274807,15.832813556678106,17.451240723590125,53.8501746253108,263.7448790437271,39.80240624595091,2.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
75.0,36.53187940069507,2.65165086059227,5.092837673638758,32.239952816246024,80.02092861263984,75.52594738649499,97.7257585439812,11.301642472241197,7.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
100.0,58.151062888392886,1.9862538995816736,34.96509713846357,25.39160380117886,17.46097583271432,82.1311377474008,236.8331846408309,35.589301174461674,7.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
12.653948904501569,63.594271533713915,3.333555447833435,28.59630646268833,5.08639760450986,18.284235370776763,63.02512257270325,149.95694947215446,2.79084416712824,4.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
85.0,55.415049767383415,2.314931146241422,30.64392047525133,36.42534261797,88.07089504158922,64.80813651303754,176.932958126598,-8.428028851272648,5.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50.0,12.919879701960571,3.3808345310347176,9.137049424320672,11.496514174723869,48.08341175551522,71.15874257165281,188.60188052087443,-2.4119193043412395,4.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
75.0,70.24471717977453,3.3727385721051637,31.88182227346866,18.527820191021732,72.54929506897906,91.90178009240871,34.52241141897322,7.136485621670332,4.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
50.0,47.904097938603606,1.161237733936936,22.06190557198344,35.041753477710785,48.97534202307546,75.49040404239132,32.237616796183886,-2.996197814862219,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
62.0,59.14827213488981,3.8789004094092063,14.880153191426595,32.074788131830786,40.003893571456075,57.348292050427055,152.25986699080715,-1.864065534475797,3.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
75.0,6.462698570789017,3.465256587160052,5.335241682956592,37.459128650518615,88.22102307710995,91.9433182882198,152.25986699080715,38.41183429848204,4.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
100.0,79.0022597060318,3.893154871495159,26.97742286397169,11.287504381096449,22.533751566678475,93.29783009724342,39.74600722869755,7.684356808228177,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
78.38373535705672,19.9168777203513,2.8051787813708304,32.21173098849586,10.47101094196362,43.909979474757165,80.05854643034127,205.64398874700495,10.384842627463474,7.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
62.0,73.22951284506478,3.5163531165106763,23.618123845206853,16.971085913292708,14.078141077494076,60.688775546796165,152.25986699080715,35.833595456858994,5.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
75.0,15.058971703234262,3.2169858240640252,14.767890758738712,15.670141677233,49.868120868150704,82.17964274236235,68.52318394687728,28.05657767890564,1.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
62.0,12.132557803938544,2.6746900749995723,40.19690033842815,34.86909527633074,32.07190535374782,77.49195605753643,92.1158672426987,25.20350172835021,7.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
100.0,30.53308100745638,2.3000050341363685,19.021088745685933,35.1572818174008,52.91050286219491,67.2187408202672,132.6046017612942,2.33111516426541,6.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
50.0,20.3535460696326,2.424679354945065,11.161935288902695,26.165414187154088,109.26579432595442,82.33383444970028,116.18408209840142,2.7703220167012077,1.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
50.0,6.479430984738162,2.1335036284136573,25.603799331857445,37.20859060029821,52.61626456413691,83.35374544109871,77.79797005629807,26.616977601830996,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
100.0,14.018823992805098,1.8272416718247204,6.291013587854589,25.543545230385572,58.996115876586,90.81351987157448,22.540477243986953,33.28195603093967,7.51530869035586,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
85.0,61.83012083767203,1.3995197521599705,49.15968568228321,8.02178413780609,36.846896815054706,92.67951284722466,80.99732070598944,-2.3415542260236695,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
75.0,51.62169093377357,1.303555581123807,43.16138737357078,28.15164637395491,22.787479040018432,58.6624943861943,185.95215211232087,7.936964700801351,7.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
100.0,13.319017315610488,0.8912958968406132,21.630106535904492,9.96972720755874,81.55932358998332,126.38332876842395,87.30415654223266,38.77143808328196,7.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
85.0,37.6423038507068,2.6670149761721653,19.59636035921344,27.89822488661171,34.92875322393103,79.45914963060314,152.25986699080715,-9.679928907135151,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
75.0,70.62045542020036,0.637026904969773,18.335547457945314,14.738211793244965,25.723471642871232,99.585814595444,188.46379155896125,-4.842996855241946,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
75.0,74.49108355632316,2.8590804803775773,32.949711654976355,31.654278544113588,55.66200143730428,52.571622201873645,160.67861854327094,26.307504471636346,5.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
75.0,32.52486104511656,2.2874965043076094,31.5531561687629,10.03602310243687,23.42576752983394,83.74262073596746,294.05825875693694,25.92667701462242,2.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
100.0,78.39905610034737,0.5318848035877057,29.753158714478868,34.301109962055534,49.66021029282839,83.24626253232046,119.78864790850731,-9.296045390619858,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
50.0,65.32285347166376,1.2923823850992102,41.877154150910954,17.840509726883596,54.29560688538635,87.54853995015633,32.14595633492419,-9.395365259699592,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
62.0,30.63992013217628,1.6293384812840173,46.84858796557754,36.95621233288669,62.17903554933864,53.742442524278154,151.5112088853607,21.080329879354103,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
85.0,78.15878931012135,1.548133495316547,7.34702904042674,15.064171728841687,78.17878531385018,80.78249491449304,114.76631518048208,20.8310001306784,4.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
75.0,5.3378360735216495,1.3473103319992674,29.15448171293192,39.5882610449191,16.3556544239116,88.04370260386372,67.71733683557791,29.249086599941627,0.2884081107034522,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
75.0,29.318815538897795,2.0626726768907844,36.764269762315834,26.74074336964271,54.75318080948295,80.76527145643796,200.52483681776488,6.325563651505092,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,23.993961272428717,3.269542110243809,32.933970559947454,20.65067387235964,87.85226345162022,75.36398822746145,205.17024168903671,5.918020657224009,5.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
100.0,5.6995199544600395,1.0866768976439043,40.48262896138074,16.58424488333184,54.544755368940045,81.03013387969956,221.58355288822713,32.63449014531149,3.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
65.04709890586727,54.52901286506665,0.6431048412173435,41.494238016038736,9.767814595808773,73.36171145435397,73.14283891077369,250.36992822573612,31.24733539355947,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
50.0,56.324648784145005,3.354432889112449,14.245986238314003,31.34224898721738,63.932753775970696,87.69917051125832,174.13894213778076,-6.256501931360966,7.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
75.0,42.69140537961698,2.7625070229720112,15.292960589675516,26.575187305228265,75.32264788537638,89.871641082688,197.66783354430208,21.139472375158668,6.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
75.0,65.2254522844251,2.7599862066097303,18.069592332988357,29.435894388359383,45.5068659842013,83.40752160581039,206.9879012630543,4.068853035632117,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
100.0,23.540383919797492,2.5925972772690966,3.5081614873934335,23.220087806019023,17.170614248794294,39.31920167051178,192.85689131728176,14.538649316116311,4.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,18.549702417680702,1.828878540843832,13.855271545417976,16.48379963872817,37.87100088921708,66.16504375021906,46.22369185622132,26.694888257357164,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
33.37702357097419,20.763187642544253,2.68656498163465,23.99284957205273,30.691998651557007,27.40042669502671,55.23400520188916,155.2169255876906,8.316822120598246,2.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
85.0,46.45478115373152,3.93657053723412,42.83848279850626,5.06404815023892,12.793089168257392,70.71797256504605,3.824527427420319,26.51176747373154,1.7554439348812885,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
85.0,49.74934189978176,2.008221975228492,33.70234120475917,18.58598183312089,62.63796602121695,87.47010159296559,177.26981142816254,31.464224787251247,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
100.0,66.17491556109752,1.5908913989608646,4.096052506150107,37.05502096460267,57.518557510456134,59.218344208577115,19.842550619791872,12.62900174508787,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
85.0,42.69140537961698,2.1398831582549125,12.428454608347144,30.345563222221624,11.309421123206622,61.89683408606989,50.070107726299504,22.772156261728085,1.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
